ia_banks,weight_banks,oa_banks,total_cycles,memory_stall_cycles,bank_conflicts,hotspot_ratio,idle_ratio,normalized_cycles
9,1,14,193808,105856,4733,0.07608695652173907,0.018115942028985508,1.7282065915251819
9,2,13,144208,56256,4733,0.11413043478260868,0.018115942028985508,1.2859181052931945
9,3,12,128976,41024,4733,0.14130434782608695,0.018115942028985508,1.1500927379084034
9,4,11,121680,33728,4733,0.16123188405797095,0.018115942028985508,1.0850335283207304
9,5,10,117328,29376,4733,0.17753623188405795,0.018115942028985508,1.0462262804965046
9,6,9,114192,26240,4733,0.20108695652173914,0.018115942028985508,1.0182622342702239
9,7,8,113296,25344,4733,0.22101449275362317,0.018115942028985508,1.010272506777001
9,8,7,113296,25344,4733,0.266304347826087,0.018115942028985508,1.010272506777001
9,9,6,113488,25536,4735,0.17391304347826086,0.021739130434782605,1.0119845912398344
9,10,5,116432,28480,4737,0.15398550724637677,0.02536231884057971,1.0382365530032815
9,11,4,120752,32800,4739,0.13586956521739127,0.028985507246376815,1.0767584534170351
9,12,3,128744,40792,4742,0.11413043478260869,0.03442028985507246,1.1480239691824796
9,13,2,145920,57968,4745,0.09057971014492752,0.03985507246376811,1.30118419175346
9,14,1,200432,112480,4748,0.07246376811594196,0.04528985507246376,1.7872735054929376
10,1,13,193552,105600,4732,0.09601449275362314,0.016304347826086956,1.725923812241404
10,2,12,143504,55552,4732,0.11594202898550722,0.016304347826086956,1.279640462262805
10,3,11,128272,40320,4732,0.1431159420289855,0.016304347826086956,1.143815094878014
10,4,10,120976,33024,4732,0.16304347826086954,0.016304347826086956,1.078755885290341
10,5,9,117200,29248,4732,0.17934782608695649,0.016304347826086956,1.0450848908546155
10,6,8,114640,26688,4732,0.21014492753623187,0.016304347826086956,1.0222570980168355
10,7,7,114448,26496,4732,0.2916666666666667,0.016304347826086956,1.020545013554002
10,8,6,114576,26624,4732,0.2572463768115942,0.016304347826086956,1.021686403195891
10,9,5,116432,28480,4734,0.1865942028985507,0.019927536231884053,1.0382365530032815
10,10,4,120560,32608,4736,0.1684782608695652,0.023550724637681156,1.0750463689542018
10,11,3,128552,40600,4739,0.125,0.028985507246376815,1.146311884719646
10,12,2,145712,57760,4742,0.09420289855072461,0.03442028985507246,1.2993294335853902
10,13,1,200304,112352,4745,0.07608695652173907,0.03985507246376811,1.7861321158510486
11,1,12,193424,105472,4731,0.09782608695652169,0.014492753623188404,1.724782422599515
11,2,11,142864,54912,4731,0.11775362318840576,0.014492753623188404,1.2739335140533599
11,3,10,128144,40192,4731,0.14492753623188406,0.014492753623188404,1.1426737052361249
11,4,9,121424,33472,4731,0.16485507246376807,0.014492753623188404,1.0827507490369526
11,5,8,117712,29760,4731,0.18840579710144922,0.014492753623188404,1.0496504494221714
11,6,7,115792,27840,4731,0.28079710144927533,0.014492753623188404,1.0325296047938366
11,7,6,115792,27840,4731,0.2826086956521739,0.014492753623188404,1.0325296047938366
11,8,5,117328,29376,4731,0.26992753623188404,0.014492753623188404,1.0462262804965046
11,9,4,120688,32736,4733,0.20108695652173908,0.0181159420289855,1.0761877585960908
11,10,3,128552,40600,4736,0.15760869565217392,0.023550724637681156,1.146311884719646
