window,1,2,4,8
0,4.817708333333334,7.942708333333333,14.192708333333334,11.71875
1,4.166666666666666,7.942708333333333,14.192708333333334,11.71875
2,5.208333333333334,7.942708333333333,14.192708333333334,16.40625
4,4.166666666666666,8.333333333333332,15.885416666666666,23.4375
8,8.333333333333332,15.885416666666666,25.260416666666668,43.359375
